0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0942|3.083,0.1916;3.1351,0.0803;3.2636,0.2795;3.2501,0.1341;3.1746,0.3805;4.6888,0.1707;4.6227,0.4434;4.5616,0.1156
0.1885;0.0;0.0;0.0;0.0942;0.0;0.0;0.1571;0.0;0.0|0.2379,0.2132;0.4269,0.1613;0.4162,0.2854;0.2199,0.0588;0.1537,0.4311;0.166,0.3312;2.2669,0.3193;2.242,0.1966;2.1322,0.1488;3.7245,0.1597;3.7534,0.3883;3.8708,0.3134;3.9285,0.0773;3.8855,0.1933
0.0;0.0;0.0;0.1257;0.1571;0.1257;0.0;0.0314;0.0;0.0|1.652,0.3477;1.8486,0.0604;1.5858,0.0918;1.8269,0.1905;2.0588,0.3022;2.0722,0.0954;2.4327,0.264;2.1455,0.1875;2.3912,0.0652;2.5515,0.3736;2.7478,0.3692;2.8091,0.2867;2.8554,0.399;3.5669,0.3483
0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.1885;0.0;0.1571|1.4046,0.2093;1.2087,0.2683;1.4474,0.3184;1.091,0.2294;1.2965,0.0592;1.111,0.0871;3.6366,0.3789;3.7447,0.2301;3.8242,0.1646;3.6169,0.1612;3.7689,0.0641;3.8896,0.2563;4.9074,0.0797;4.6377,0.2561;4.6383,0.4351;4.948,0.4494;4.8834,0.1785
0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.1571;0.1885;0.0|3.3678,0.0805;3.0943,0.3754;3.2729,0.4435;3.2996,0.2249;3.1674,0.1963;3.3545,0.3811;3.2221,0.3363;3.7074,0.0943;3.7225,0.2114;3.892,0.0741;3.8425,0.3792;3.5544,0.3336;4.1281,0.1947;4.4152,0.3588;4.0808,0.3747;4.1167,0.0626;4.2276,0.3722;4.3562,0.1896
0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0|2.4395,0.1551;2.2292,0.2849;2.1072,0.1879;2.353,0.0863;2.0676,0.304;2.2263,0.151
0.0;0.0;0.0314;0.0;0.0;0.0;0.0942;0.0;0.0;0.0|1.3091,0.1805;3.1177,0.2296;3.3225,0.3727;3.1479,0.1106
0.0;0.0;0.0;0.0;0.1885;0.1257;0.0;0.0;0.0;0.0|2.0759,0.3304;2.413,0.4304;2.1314,0.0671;2.2133,0.45;2.2155,0.2716;2.0666,0.2111;2.8443,0.346;2.6342,0.2698;2.894,0.2016;2.7789,0.446
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0|2.2049,0.1755;2.3732,0.3537;2.2044,0.3003;2.34,0.0686
0.1257;0.0;0.0;0.0;0.0628;0.0;0.1885;0.0;0.0;0.0|0.3755,0.1108;0.1896,0.2154;0.1246,0.0609;0.3129,0.3919;2.1293,0.4087;2.3973,0.1405;3.1148,0.2116;3.175,0.1184;3.3357,0.0585;3.0719,0.1065;3.0712,0.3418;3.3761,0.3972
0.0;0.0;0.0;0.0;0.0628;0.0942;0.0;0.1885;0.0;0.0|2.3134,0.273;2.2915,0.1014;2.8086,0.4416;2.7253,0.0943;2.6214,0.2756;3.8817,0.2807;3.875,0.0605;3.7656,0.1987;3.8465,0.3859;3.6364,0.1948;3.7611,0.0883
0.0;0.0;0.0;0.0;0.1885;0.1571;0.0;0.0;0.0;0.0|2.4192,0.0814;2.1711,0.4239;2.3075,0.3909;2.1887,0.1859;2.2525,0.2941;2.4476,0.4251;2.6256,0.1321;2.6913,0.4256;2.5546,0.4117;2.8029,0.3962;2.6781,0.2596
0.0;0.0;0.0;0.1571;0.0;0.0;0.1885;0.0;0.0;0.0|1.7134,0.4239;1.6629,0.3055;1.7191,0.1221;1.5526,0.4183;1.8464,0.143;3.438,0.3671;3.3066,0.3337;3.1386,0.0618;3.21,0.2802;3.1058,0.3696;3.3968,0.1906
0.0;0.0;0.1257;0.0;0.0;0.1885;0.0;0.0;0.0;0.0|1.2778,0.3443;1.4115,0.3208;1.1373,0.2794;1.3014,0.1422;2.7124,0.0531;2.9071,0.3163;2.6016,0.2363;2.576,0.0958;2.7277,0.1574;2.9298,0.1278
0.0;0.0;0.0;0.0;0.1885;0.1885;0.0;0.0;0.0;0.0|2.2172,0.0751;2.1025,0.2102;2.4101,0.3656;2.2253,0.2996;2.3244,0.1627;2.3332,0.4477;2.7677,0.4188;2.5536,0.2498;2.8531,0.286;2.5675,0.0978;2.6969,0.0651;2.6344,0.4158
0.0;0.0;0.0;0.0942;0.0;0.1571;0.0;0.0;0.0;0.0|1.6836,0.2334;1.8503,0.3237;1.6781,0.3353;2.8637,0.3972;2.5921,0.2475;2.8102,0.3078;2.8325,0.0569;2.6735,0.3933
0.1885;0.0;0.0;0.1885;0.0;0.0;0.0628;0.0628;0.0;0.1257|0.1373,0.0729;0.353,0.3938;0.1701,0.4158;0.0645,0.2404;0.2541,0.2507;0.3072,0.1528;1.8073,0.091;1.9285,0.4465;1.8936,0.2963;1.6971,0.2287;1.6534,0.0817;1.7428,0.3854;3.2587,0.122;3.4062,0.2931;3.5992,0.4175;3.8377,0.2157;4.5759,0.1266;4.618,0.2485;4.5746,0.3861;4.8552,0.3739
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.1885|4.1215,0.4067;4.4077,0.2888;4.4178,0.4384;4.1103,0.1699;4.6208,0.2931;4.9454,0.4455;4.5822,0.1223;4.7557,0.2705;4.8589,0.2871;4.7397,0.1158
0.0;0.0;0.0;0.0;0.1885;0.1885;0.0628;0.0942;0.0;0.1571|2.2929,0.2176;2.255,0.3739;2.4273,0.3406;2.1497,0.1369;2.1434,0.2906;2.1084,0.4189;2.6854,0.4333;2.8897,0.1016;2.5847,0.071;2.93,0.2322;2.6244,0.2142;2.7993,0.3359;3.3475,0.0674;3.3396,0.2179;3.8957,0.4112;3.888,0.2885;3.9031,0.1381;4.7636,0.1532;4.6342,0.1118;4.6262,0.2806;4.8726,0.3776;4.8844,0.0547
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571|4.9114,0.4033;4.643,0.4318;4.6446,0.2589;4.8064,0.1137;4.8193,0.3141
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257|4.84,0.3347;4.9298,0.1612;4.7546,0.161;4.6433,0.3493
0.0;0.1571;0.0;0.0;0.1257;0.1257;0.0;0.0;0.0;0.1571|0.876,0.3444;0.5674,0.2967;0.5787,0.1965;0.9203,0.1378;0.7694,0.054;2.1921,0.0686;2.1363,0.2813;2.1494,0.1608;2.3147,0.1035;2.7651,0.2814;2.7796,0.4159;2.5791,0.2522;2.918,0.1514;4.8159,0.1571;4.6378,0.3801;4.7778,0.2634;4.6208,0.2082;4.7116,0.0892
0.0;0.0;0.1571;0.0;0.2513;0.1571;0.0;0.0;0.0;0.0|1.4444,0.0912;1.1441,0.4464;1.2999,0.1283;1.4057,0.3529;1.1042,0.2287;2.0694,0.2328;2.2752,0.0773;2.1735,0.2314;2.3727,0.3377;2.1496,0.3522;2.413,0.1701;2.304,0.261;2.353,0.4479;2.8677,0.0662;2.6591,0.2924;2.724,0.4082;2.7801,0.282;2.5958,0.153
0.0;0.0628;0.0942;0.0;0.0;0.1257;0.0;0.0;0.0;0.0|0.8997,0.4224;0.7273,0.3891;1.139,0.2779;1.0868,0.0787;1.183,0.4421;2.9071,0.1005;2.693,0.409;2.9094,0.3163;2.7804,0.0876
0.0;0.0;0.0;0.1885;0.1885;0.0;0.0;0.0;0.0;0.0|1.916,0.0998;1.6697,0.1786;1.7051,0.0562;1.8894,0.2349;1.791,0.1829;1.7025,0.418;2.1113,0.4181;2.1612,0.2849;2.3863,0.286;2.054,0.3179;2.4337,0.1162;2.3308,0.0631
0.0;0.0;0.0;0.0;0.0;0.0942;0.0942;0.0;0.0;0.0|2.7729,0.0667;2.7417,0.3804;2.754,0.1853;3.4175,0.1071;3.0947,0.2336;3.3691,0.2034
0.1885;0.0;0.0;0.0;0.1571;0.0;0.0628;0.0;0.0;0.0942|0.3062,0.3842;0.2146,0.2224;0.4072,0.165;0.1592,0.3948;0.0625,0.2058;0.1276,0.0842;2.3089,0.3766;2.1441,0.4222;2.1919,0.0513;2.419,0.0966;2.2918,0.2591;3.3698,0.4294;3.172,0.3344;4.6202,0.2116;4.9221,0.306;4.7281,0.3225
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0|2.3572,0.1132;2.4342,0.306;2.0848,0.0725;2.3162,0.3479
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0|2.6896,0.3007;2.7819,0.4085;2.6351,0.1577;2.5747,0.3335;2.9389,0.31
0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0942|0.5778,0.4176;0.6969,0.0935;0.7959,0.4416;0.812,0.1267;0.8747,0.3108;4.6165,0.3988;4.8177,0.2252;4.8793,0.0749
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.1571;0.0|1.7056,0.4372;1.6109,0.2489;1.9041,0.2687;1.6045,0.3705;1.5592,0.0828;1.6711,0.0885;4.2916,0.3921;4.109,0.3491;4.3222,0.2701;4.1526,0.0994;4.2501,0.1573
0.0;0.1885;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.0|0.937,0.2543;0.9424,0.1311;0.5714,0.4272;0.6687,0.1605;0.8561,0.0725;0.7434,0.2582;1.0625,0.1934;1.376,0.3302;1.2263,0.1847
0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.1885|2.5913,0.2119;2.6561,0.1049;2.8131,0.1516;4.6348,0.2244;4.5984,0.4248;4.6218,0.0604;4.7557,0.4197;4.7725,0.2002;4.9179,0.1786
0.0;0.0;0.0628;0.0;0.1885;0.0;0.1257;0.0;0.0;0.0|1.1042,0.1493;1.2673,0.09;2.061,0.1476;2.3331,0.1041;2.2592,0.1748;2.1431,0.2827;2.4357,0.3602;2.44,0.1436;3.058,0.2797;3.119,0.1314;3.3933,0.0743;3.2924,0.307
0.1885;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0|0.0944,0.1479;0.2015,0.2711;0.0707,0.2479;0.1207,0.4413;0.4396,0.2034;0.2853,0.1487;2.9196,0.1532;2.8367,0.3958;2.6228,0.3598;2.8202,0.2523;2.8064,0.0978;2.6417,0.2075
0.0942;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0|0.0579,0.3631;0.1516,0.4282;0.3443,0.2511;2.4199,0.3023;2.0845,0.4282;2.0646,0.3212;2.215,0.3576;2.3282,0.2327;2.0654,0.0945
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0|
0.0;0.0;0.1571;0.1885;0.2199;0.1571;0.0;0.0;0.1885;0.0942|1.0989,0.2293;1.3856,0.2565;1.1021,0.4091;1.1859,0.1575;1.3437,0.0816;1.5742,0.0683;1.7942,0.2287;1.5878,0.2857;1.6565,0.1919;1.9388,0.1615;1.8363,0.1198;2.4033,0.3675;2.2575,0.0928;2.2862,0.208;2.3916,0.1794;2.1093,0.0685;2.0926,0.1845;2.0732,0.4061;2.9098,0.449;2.8567,0.2507;2.8232,0.1235;2.5888,0.1634;2.7415,0.4096;4.1925,0.4065;4.2879,0.1103;4.124,0.093;4.4486,0.4287;4.0717,0.3787;4.3666,0.2148;4.6805,0.1884;4.8126,0.275;4.8123,0.4335
0.0;0.0;0.1257;0.1257;0.0;0.0;0.0;0.1571;0.0;0.0|1.4086,0.2683;1.4314,0.0749;1.1315,0.3087;1.2934,0.4493;1.639,0.4388;1.8502,0.1946;1.9376,0.3961;1.7018,0.3114;3.5842,0.0507;3.7522,0.1748;3.7368,0.3869;3.6368,0.4325;3.6485,0.2007
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0|2.6111,0.0785;2.7522,0.2633;2.8957,0.3194;2.6106,0.32
0.0;0.0;0.1571;0.0;0.1571;0.0;0.0;0.0;0.0;0.0|1.0529,0.2794;1.2973,0.0523;1.4086,0.4287;1.2901,0.1527;1.4311,0.3043;2.2131,0.0823;2.0756,0.2377;2.362,0.177;2.3778,0.3189;2.1268,0.3506
0.0942;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0|0.438,0.1571;0.2819,0.235;0.1586,0.3288;2.8477,0.1767;2.7469,0.2316;2.9023,0.2868;2.7869,0.0581;2.6814,0.1278
0.2199;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0|0.2443,0.162;0.3183,0.2599;0.2911,0.3702;0.1657,0.2955;0.3261,0.0552;0.4321,0.3979;0.4074,0.1436;3.1172,0.143;3.2592,0.4077;3.3667,0.4104;3.3774,0.1942
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.0|4.3696,0.0542;4.248,0.205;4.3443,0.3855;4.1103,0.1664;4.0874,0.3036;4.4399,0.3274;4.1315,0.4208
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0942|4.8225,0.2073;4.6366,0.2238;4.5718,0.0538
0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0942;0.0;0.0|2.766,0.1803;2.8638,0.2626;2.7423,0.3732;3.7978,0.2839;3.9294,0.4462;3.5634,0.4119
0.0;0.0;0.1257;0.1571;0.0;0.0942;0.1257;0.0;0.1257;0.1885|1.1778,0.1975;1.3906,0.0845;1.4275,0.3767;1.1001,0.4268;1.8812,0.3952;1.6651,0.3576;1.6464,0.1898;1.9421,0.1369;1.8084,0.2584;2.6988,0.1282;2.6028,0.2901;2.8873,0.3671;3.1831,0.3639;3.1963,0.2445;3.3885,0.056;3.0923,0.2316;4.252,0.4414;4.1562,0.3519;4.3921,0.0817;4.3468,0.2629;4.5868,0.2737;4.7232,0.3279;4.8369,0.1847;4.9378,0.2719;4.7471,0.0842;4.5671,0.163
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0|
0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0942;0.0;0.0|3.2709,0.079;3.1141,0.0819;3.4088,0.0926;3.2194,0.2471;3.3845,0.3593;3.8731,0.3616;3.5594,0.0548;3.596,0.1603
0.0;0.2199;0.0;0.2199;0.0;0.1257;0.0;0.2199;0.0;0.1257|0.7406,0.1787;0.9346,0.1555;0.9458,0.4115;0.782,0.4361;0.8527,0.2469;0.6217,0.397;0.5619,0.2305;1.6431,0.0888;1.7376,0.1882;1.5669,0.1739;1.8375,0.0818;1.6148,0.4198;1.8711,0.3919;1.6589,0.2903;2.8012,0.2237;2.5534,0.438;2.8162,0.3347;2.897,0.4423;3.6054,0.2468;3.8684,0.0796;3.7649,0.4294;3.5883,0.3708;3.8693,0.3132;3.6782,0.1691;3.942,0.1872;4.9076,0.1567;4.6792,0.0609;4.6201,0.2235;4.7661,0.3752
0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.1885;0.0|2.595,0.1594;2.7929,0.317;2.8753,0.0527;2.6137,0.2685;2.7752,0.4291;2.7055,0.1129;4.2269,0.2793;4.096,0.3386;4.1621,0.1151;4.2745,0.1652;4.3773,0.1388;4.4024,0.4144
0.0;0.0;0.0;0.1257;0.1571;0.0;0.0;0.0;0.0;0.0|1.8839,0.2278;1.7323,0.1965;1.5602,0.2264;1.7785,0.4032;2.3014,0.4035;2.1198,0.2602;2.4368,0.4067;2.2163,0.3324;2.2739,0.1634
0.0;0.0;0.0;0.0;0.1885;0.0;0.1885;0.0;0.0;0.1257|2.0852,0.1369;2.2701,0.137;2.1102,0.3834;2.3802,0.1478;2.2995,0.3308;2.1334,0.2655;3.2504,0.4406;3.2601,0.0668;3.4463,0.198;3.3345,0.1793;3.2221,0.2581;3.0514,0.1542;4.608,0.3604;4.7187,0.0848;4.569,0.1372;4.8346,0.0505
0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0|1.7343,0.3165;1.7655,0.0512;1.6668,0.448;1.5787,0.0525;1.6893,0.129
0.0;0.0;0.0;0.0;0.2199;0.1571;0.0;0.0;0.1885;0.0|2.4125,0.1505;2.4257,0.4401;2.2805,0.3858;2.1169,0.1289;2.1102,0.33;2.4159,0.2634;2.3145,0.0651;2.768,0.0528;2.7773,0.4018;2.5861,0.2239;2.8688,0.257;2.6819,0.2756;4.1404,0.0614;4.438,0.1181;4.4479,0.2355;4.1086,0.3025;4.2371,0.2489;4.35,0.208
0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.2199|0.8293,0.1837;0.7759,0.3746;0.8916,0.3383;0.6872,0.0898;4.2755,0.3531;4.0874,0.2597;4.1543,0.1058;4.1673,0.3941;4.3759,0.1548;4.6204,0.0598;4.8947,0.2988;4.8016,0.1812;4.7642,0.3549;4.5666,0.23;4.6931,0.2249;4.9164,0.416
0.0;0.0;0.1571;0.0;0.1571;0.1571;0.0;0.0;0.0;0.1885|1.1437,0.3998;1.3431,0.4331;1.3899,0.2315;1.334,0.09;1.1395,0.067;2.197,0.344;2.1184,0.4377;2.3441,0.3367;2.3443,0.4377;2.2647,0.1514;2.5826,0.197;2.7941,0.1677;2.8584,0.2925;2.8118,0.4026;2.8973,0.0961;4.7244,0.1165;4.7892,0.2193;4.6758,0.4436;4.6961,0.3208;4.5825,0.3898;4.853,0.4159
0.0;0.0;0.1571;0.0;0.1257;0.0;0.0;0.0;0.0;0.0|1.4473,0.2938;1.123,0.335;1.2277,0.2383;1.3371,0.3485;1.2049,0.0818;2.2476,0.3259;2.3436,0.0631;2.0577,0.109;2.2269,0.4344
0.1885;0.0;0.0;0.0;0.1885;0.0;0.1885;0.0;0.0;0.1885|0.209,0.1912;0.1063,0.1662;0.0665,0.4127;0.3184,0.0607;0.447,0.0759;0.1467,0.3502;2.3812,0.4492;2.1036,0.2523;2.2683,0.1007;2.1905,0.1746;2.1607,0.3986;2.2765,0.3533;3.1089,0.2533;3.3799,0.0785;3.2887,0.1676;3.3497,0.3096;3.1586,0.099;3.1684,0.3361;4.8391,0.3966;4.632,0.3586;4.6184,0.1847;4.9015,0.1016;4.9467,0.3517;4.7594,0.1768
0.1885;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0;0.0|0.3968,0.2771;0.0504,0.3476;0.3942,0.0597;0.1154,0.1471;0.0607,0.2397;0.2139,0.1003;1.9141,0.075;1.73,0.1901;1.6428,0.3541;1.6359,0.0829;1.7914,0.4139;1.8785,0.2215;1.887,0.3373
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.1885;0.0|1.8471,0.1609;1.5824,0.2471;1.8959,0.2639;1.8016,0.3119;4.1838,0.1405;4.2385,0.2662;4.3873,0.3014;4.4059,0.0852;4.2788,0.4381;4.3042,0.1837
0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.1885;0.0942;0.0|1.6116,0.4479;1.8168,0.1562;1.9093,0.2113;3.6825,0.1986;3.734,0.3333;3.8403,0.2394;3.5841,0.2595;3.8348,0.3594;3.7764,0.1375;4.1941,0.3199;4.2622,0.405;4.1676,0.1029
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0|1.8471,0.109;1.6123,0.2413;1.8056,0.2523;1.5514,0.3571
0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0|0.2092,0.0577;0.1476,0.2715;0.3945,0.2312;0.2506,0.2261;0.3951,0.3957;4.4078,0.426;4.2778,0.4037;4.3107,0.1861;4.1259,0.3659;4.2008,0.1435;4.4302,0.1334
0.0;0.0;0.1257;0.0;0.2513;0.0942;0.0;0.0;0.0;0.0|1.2834,0.2501;1.1268,0.4237;1.2558,0.1165;1.4092,0.359;2.0974,0.2187;2.2051,0.3085;2.0759,0.0743;2.4155,0.3729;2.0542,0.3647;2.1967,0.4471;2.2615,0.0974;2.3966,0.1277;2.8876,0.3731;2.7902,0.2255;2.8731,0.0937
0.0;0.0;0.0;0.0;0.0;0.0942;0.1257;0.0;0.0;0.0|2.9276,0.4101;2.6144,0.4238;2.6275,0.2071;3.4046,0.3358;3.2041,0.3397;3.2901,0.167;3.421,0.07
0.0;0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0|3.4294,0.1014;3.1359,0.2198;3.2493,0.4493
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.1885|1.9437,0.311;1.5775,0.1115;1.7399,0.0763;1.8753,0.1502;1.7953,0.3116;1.7856,0.4258;4.7541,0.3042;4.8101,0.4141;4.9184,0.1522;4.6805,0.059;4.8179,0.1802;4.5769,0.4169
0.0;0.0;0.0;0.0;0.0;0.0628;0.0;0.1571;0.0;0.0|2.686,0.2297;2.8244,0.3525;3.6001,0.2655;3.5594,0.093;3.7418,0.3839;3.8282,0.1598;3.928,0.2141
0.0;0.1571;0.0;0.1257;0.0;0.2513;0.0;0.0;0.0;0.1571|0.7623,0.1347;0.9373,0.2358;0.797,0.3112;0.6212,0.442;0.8585,0.0595;1.6899,0.2065;1.8524,0.1979;1.5532,0.0846;1.8067,0.0649;2.8966,0.4072;2.5671,0.1637;2.6223,0.3176;2.766,0.4342;2.6625,0.0884;2.6244,0.4407;2.8538,0.2274;2.7611,0.1245;4.6866,0.1307;4.7473,0.2608;4.6147,0.224;4.8586,0.2844;4.5997,0.0778
0.2513;0.1571;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0|0.3495,0.4423;0.3845,0.1412;0.2359,0.2431;0.2861,0.0787;0.076,0.3319;0.2118,0.3425;0.1096,0.1988;0.0935,0.0842;0.8329,0.4248;0.7697,0.3237;0.7177,0.1893;0.5757,0.3283;0.5854,0.06;2.86,0.2964;2.7467,0.2955;2.8705,0.081;2.6637,0.1751;2.5615,0.1669;2.5602,0.4322;2.9075,0.1776
0.0942;0.0;0.0628;0.1571;0.0;0.0;0.0;0.0;0.0;0.1257|0.2445,0.3185;0.38,0.3064;0.2401,0.4285;1.141,0.2179;1.0875,0.41;1.9176,0.0876;1.8765,0.2054;1.8691,0.3833;1.7579,0.2971;1.6412,0.1884;4.6148,0.3713;4.7445,0.4381;4.7171,0.1007;4.74,0.3264
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885|4.8096,0.4419;4.9246,0.1566;4.6712,0.1938;4.9253,0.4239;4.6156,0.4092;4.7652,0.0566
0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0628|3.0721,0.4374;3.3447,0.3951;3.3804,0.1225;3.2578,0.0871;3.1935,0.3901;3.4378,0.2263;3.138,0.1312;4.7305,0.206;4.8261,0.0682
0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0|0.9343,0.3752;0.6879,0.3582;0.8195,0.2232;0.6547,0.1948;0.6728,0.0961
0.1257;0.0;0.0;0.0;0.0;0.1257;0.0942;0.2199;0.1885;0.1571|0.4492,0.1458;0.3665,0.4377;0.354,0.2461;0.0775,0.4419;2.8592,0.3262;2.7346,0.3133;2.6874,0.1886;2.9459,0.2363;3.4448,0.2868;3.1077,0.3263;3.1546,0.2294;3.6266,0.2988;3.8441,0.1903;3.578,0.204;3.876,0.4421;3.6007,0.4295;3.7317,0.4184;3.7704,0.286;4.1732,0.1352;4.3697,0.0873;4.4401,0.3136;4.28,0.353;4.1705,0.4095;4.0594,0.0624;4.7788,0.2569;4.6235,0.1795;4.8689,0.1435;4.5715,0.3875;4.9321,0.3638
0.0;0.0942;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.0|0.7386,0.259;0.5776,0.1893;0.9355,0.261;1.2063,0.3829;1.2382,0.2142;1.3238,0.1098
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.0|1.6866,0.3405;1.8276,0.2562;1.5845,0.0749;1.6785,0.4443;1.5836,0.272;1.9382,0.3149
